Withdraw Date,Wallet Id,Transaction Number,Dollar ,Paid ,Reason
03/02/2018 18:25,XwpEyXD12jbqEh1Hq7hrrHFfc8FhEJsaqD,10191,0.5,,
03/02/2018 18:28,XcaaQTLCJThN8WRKbppLVvZRTygwKK6s2T,10192,0.5,,
03/02/2018 18:30,XxHssTv2N3qojTHQjUCTBTVkvdBCtBJna8,10193,0.5,,
03/02/2018 18:39,Xk3HsKGEj8m5VPpddjUHNGjiTQuPErQXbw,10194,0.5,,
03/02/2018 18:40,XiQQRxpd1JD3iHF6e6VDAM17sJ3Qoju4JX,10195,0.5,,
03/02/2018 18:47,XdKX2JKbPKQKUVKRgySX5Mp3u3N4rGjx1d,10196,0.5,,
03/02/2018 18:48,XrkM8MjQQEJaXSp3x9XctWK8EczFk9GWg4,10197,0.5,,
03/02/2018 19:22,XeebiuWoj1MBNmjdH5F2Wy4TxwjEdehfK8,10198,0.5,,
03/02/2018 19:49,XfE2jBRA8TBGbcEoejk8MynX4gXLcaw3bj,10199,0.5,,
03/02/2018 19:53,XbqSbcc8kmYFJX8LycPpTtLJds5FYXTFtL,10200,0.5,,
03/02/2018 19:58,XhQTM18qEHjo8Q35kAJLBtc7Si3BerrWYg,10201,0.5,,
03/02/2018 20:24,Xi7nrMSBp4k1VbduU37sNBU3zstgh6Burq,10202,0.5,,
03/02/2018 20:29,XeJ3UfnYYpdRfdp7brGasLcLWFMkr96FZk,10203,0.5,,
03/02/2018 21:00,Xhj5p9gvYwABa58g9KCZNmrnt8uGRQyA8n,10204,0.5,,
03/02/2018 21:05,XgYsnvQUuf1e9ox8iFopK5bJKaKDQ8JY6h,10205,0.5,,
03/02/2018 21:06,XvmyABhnrGfenp6ushwDpTK5R5RhBqLX4F,10206,1.5,,
03/02/2018 21:11,Xoo3ivE8iusHzAKciStFauiRYjFAgxuzWa,10207,1,,
03/02/2018 21:17,Xh8eGL1JaCuKdoUgEzxLJyGniYtBaBcxYM,10208,0.5,,
03/02/2018 21:50,Xr9axrxMVcA3ubX1NwemUv6f6jfEthxwsf,10209,1.5,,
03/02/2018 22:28,XgPCH399srTXm8efBTzQagNwgfB33q66jT,10210,0.5,,
03/02/2018 22:33,XqgSNRHh52GefSFBCBmotB6MPB9HaeBu3J,10211,0.5,,
03/02/2018 22:41,XpvsqXQV365yuHR9mHJE3yGo7wyE3fnn8q,10212,0.5,,
03/02/2018 22:41,XvpJ3rAVvgL97hpJUeguoMssNeq9TpmjSq,10213,0.5,,
03/02/2018 22:42,XxC1eZQCo9EuFGwXX2pqxbJ8pA9n9dC6sa,10214,0.5,,
03/02/2018 22:46,XrQJ89RnsL2FYuYKAWcnZz4gyDt5Aa65fM,10215,0.5,,
03/02/2018 22:46,XazXwM7Jb1sU9Qkh8imX3gRYzTAbgdJ1wi,10216,0.5,,
03/02/2018 23:01,XubWHN5vV7bx6NqFwyCpjAShU1T4eWYJsU,10217,0.5,,
03/02/2018 23:06,XausqeRsowDTJgL3Th5LXV1c33mZq3NjBW,10218,0.5,,
03/02/2018 23:27,XrsLqRpCX7NYkLh8LnjahpnKESo31KjJhg,10219,0.5,,
03/02/2018 23:29,XjtJEUW5azNqR9SdbnVae9SEHf1rLJAdLb,10220,0.5,,
03/02/2018 23:37,Xvtf5wh7cxNMN4XeRm2AwqZ314S7fLdiGt,10221,2.5,,
03/02/2018 23:38,XmnB4vLaupRLkPadEHv3boDze1fiJQtJ5K,10222,1,,
03/02/2018 23:44,XsXjrPs4cmpqGK3DLoXzLAZAahPSgWia4Z,10223,0.5,,
03/02/2018 23:45,XnGvLiKrhbhZtcfEcZNETm5puqb2w8ttkt,10224,0.5,,
03/02/2018 23:49,XpaG9qKc3jtK6fjLwr9tUhXhdYDCnuTHCY,10225,0.5,,
04/02/2018 0:04,Xamv2jhfGhtrfYGz7vuf2oXxiRuBhkgcbm,10226,0.5,,
04/02/2018 0:05,Xu9kJfxAP47tbwqdDQujpMQz3uWX7TmcCb,10227,0.5,,
04/02/2018 0:11,Xwms4X4VdBPJJvjAeHRRSdfoE4X8y5d6HG,10228,0.5,,
04/02/2018 0:12,Xt1SPUQzaAy17YSSxmkjMiGJvfcJWKHhec,10229,0.5,,
04/02/2018 0:26,XkiEegHrimVpv11zLL2sRgtAMzBQr2rugm,10230,0.5,,
04/02/2018 0:51,XryrbxUbXNTHEXBqdsMp9AEpYBMSzDcGnP,10231,0.5,,
04/02/2018 0:53,XdFmgGYwQfHgLMFhFbJ1g76ZPM1giWnCDS,10232,0.5,,
04/02/2018 0:58,Xg5XVU2Cq4mfTrQH685UoYsCKn8E2Mi4fA,10233,0.5,,
04/02/2018 1:01,Xs22ztiHD4SvAdaPW28pJbUBRcrpeCoyH8,10234,0.5,,
04/02/2018 1:18,XmjQNH3R2vEcrMA5Rd45icAzf3dG1omrjM,10235,0.5,,
04/02/2018 1:18,Xh42piJV5vzMDHWsLGG5w6cYSi2eDK4rGG,10236,0.5,,
04/02/2018 1:19,XgenytDHsYFPQF8GLNYm39Fg1VPfTmxYPr,10237,0.5,,
04/02/2018 1:35,Xpwdd3c4ZPPKjNeWis43BWr2sr3fQiqfE4,10238,0.5,,
04/02/2018 1:47,Xcd84hoSySMz9bzCeQHX9bEZpoLcgLX8RP,10239,0.5,,
04/02/2018 1:57,Xgs8coyoMVF85j3kXEMreqERbDhokyMqrT,10240,0.5,,
04/02/2018 2:05,Xj65agGsriy4ji46pDHNP2HbtMGbcdEndV,10241,0.5,,
04/02/2018 2:09,Xnj2aRoGiJvZtUwXyThA85y4J8TqGAHYWy,10242,0.5,,
04/02/2018 2:11,XrrRJZaJoPN8j4jzcbMbDNgSo7x56pyBL4,10243,0.5,,
04/02/2018 2:16,Xs9kEvAcWt8Djzqauz6PrtmfqbqDjpCAwq,10244,0.5,,
04/02/2018 2:17,XujfJbSobxE8xGAQJzUd2hKEEuUHaZbMEn,10245,0.5,,
04/02/2018 2:21,XhhvwiQQt3RYAeng4hTvcdT8K5PbGYSKrQ,10246,0.5,,
04/02/2018 2:23,Xk92CbQTzRpVaTMFKsy2zL4gmCG1k5fQAH,10247,0.5,,
04/02/2018 2:26,XikuUgXrcobzjLfwUURAtS5TKAebBmmsP3,10248,0.5,,
04/02/2018 2:26,XjHAyDthuZbtTZun9QaG8n86NNPAyuhR8b,10249,0.5,,
04/02/2018 2:36,XdziGFwBHYmkEFP3xEb971QgCE2q1v7RRy,10250,0.5,,
04/02/2018 2:43,XhEd1AUBFY5k83Y35BJnJQP6GBmGn8BnHS,10251,0.5,,
04/02/2018 2:47,XnUQwgkgX4scAhs2wnj4bEMCuBpRmSyn8r,10252,0.5,,
04/02/2018 2:49,XfwfuBscuCsXwZiWZdf5y9rRWUqRjEziTd,10253,0.5,,
04/02/2018 2:50,XxGi3K9PwohFwRhfpgkTVb4CazfsyK9FJu,10254,0.5,,
04/02/2018 2:55,XdZKhi4vzvyRf9AJih6cez9bF4nXxtg8i8,10255,0.5,,
04/02/2018 2:58,XvFMmHK7ezqcDs7U9ABPJ3E7ywdPWSZyt3,10256,0.5,,
04/02/2018 3:00,XiwHdn8E65Ey3SbHonuDhhYTqETUXG3foz,10257,1.5,,
04/02/2018 3:11,XoEr33RKh3jf7yfiqxTL8HGpYUR8yRrnpG,10258,0.5,,
04/02/2018 3:11,XoW5PRtdEwajRVrcvPy6yMgAq8ogypPNdB,10259,0.5,,
04/02/2018 3:13,XxTXyie1S2jcDW472Pr9ob7awjUFao6tLG,10260,2,,
04/02/2018 3:18,Xrgxkv3VoTN2bfZAZ8b5Gavz2DZUCbUDqR,10261,0.5,,
04/02/2018 3:19,Xw58V8EwcE1MiAfwjabXVq8Qccrno3FQde,10262,0.5,,
04/02/2018 3:20,XuYorfKm5p352HYKMEJS3hD4YV5qqTh5NR,10263,0.5,,
04/02/2018 3:29,Xg4DNhEzNgDMXXABzAfDGbJ95CiLEpoy69,10264,0.5,,
04/02/2018 3:29,Xng5xtfoetGpue3LXCZ7cWGx5B5tD6qG2h,10265,0.5,,
04/02/2018 3:30,XyMk42EhDVybkxWdmXLnHcYZjyt7wz2A7d,10266,0.5,,
04/02/2018 3:30,XjeY8CEVf2Esj6jXEfFfSqRRHyJXMy8Ruy,10267,0.5,,
04/02/2018 3:31,XiHPUnTCc2pZ2fVWmgoiSSabZRLcZ5m45i,10268,0.5,,
04/02/2018 3:42,XiWzT7QBF9ensTQZTcT9MxKCc8vKZJYHBs,10269,0.5,,
04/02/2018 3:43,Xqk3tgHxUtWhju6Xia4xjvo55sRatCUhE9,10270,0.5,,
04/02/2018 3:52,XvGtW9QCCvALJiFHVpvPaepy8U8FkYmV38,10271,0.5,,
04/02/2018 3:58,Xb4vnnUWmVRjdmFE5ju55QrZU71XFFyzNv,10272,0.5,,
04/02/2018 4:02,XmwTLvitzCRT3eX1J6xNCjmTcsG2xpWFqS,10273,0.5,,
04/02/2018 4:02,XvnEJhxpeS9LfihMwJtaHiXsnzQkWRh3kq,10274,0.5,,
04/02/2018 4:04,XdYcnJ5Jkms2UnVbLbLche21U88VJdCkm3,10275,0.5,,
04/02/2018 4:13,XhjasKkNvEaM2DsRbQTk8R5Z88E5AjihHR,10276,0.5,,
04/02/2018 4:14,XgtTDW2fm2P5dHm37WexthXnK7SnH1EzwW,10277,0.5,,
04/02/2018 4:59,Xx6wGqU6x6cq3ia5MJJKCn5XbYgaZA6vAs,10278,0.5,,
04/02/2018 5:00,XbMxZ7jf14Dm6QjdPE3NWrsZBZQ8vz5SRb,10279,0.5,,
04/02/2018 5:04,Xn3qTzTaGobta6tq3YMFYCB5jadDBbtGH3,10280,0.5,,
04/02/2018 5:24,Xf32yVDdz4NPbJ778xHi4WqZzyPoaoCrPW,10281,0.5,,
04/02/2018 6:10,Xu37zNKXqKDbTRkPfPf82ZTCSYFq61kE2s,10282,0.5,,
04/02/2018 6:25,XkjAxEsKAqughKJd2Q7ebaDi2JfiEUHmHA,10283,0.5,,
04/02/2018 6:29,XarNauf1sJ9bQbxVbicBu5H6LaWFQzgNJ7,10284,0.5,,
04/02/2018 6:42,Xs8okQnjmqvmaNXScMHAp1iU1LoJ8vjzsv,10285,0.5,,
04/02/2018 6:44,XobpZ2GDry1ipnT79hd4DovEpymGQaFs8P,10286,0.5,,
04/02/2018 6:48,XkDjyXvb7VBc2bpkcM5nzp3VgxZPUZV42w,10287,0.5,,
04/02/2018 7:05,XkQvZ573Wsb5qU4Y389KJVmrmR4a65FGjh,10288,0.5,,
04/02/2018 9:16,XnuZfVNXP6T8tGwWhivdvR8mCx2kBBFGCT,10289,0.5,,
04/02/2018 12:08,XfcFQzgUDpbEQLDq5gc53osYAcPPtfC4dg,10290,0.5,,
04/02/2018 12:29,XsPL89BsuhbgxamDaRUTSGB3oXkWDgGH2N,10291,0.5,,
04/02/2018 13:35,XkX7RayFqktkztZ6EQjsaDWx2LpBzM9qbM,10292,0.5,,
04/02/2018 14:39,XnvgRFR5AidJRLjfN9ogKooGUErXW4oCYn,10293,0.5,,
04/02/2018 14:56,XkmDQqikKq2YqvsT9AC3zAk4buPw4ttuEr,10294,2.5,,
04/02/2018 16:44,XrWKaNwKUF1n3ryNR59qoYQM7QdBYTJVBM,10295,0.5,,
04/02/2018 16:59,XmYvUefmdMfXWKSjXqGQyZaJd6BsjMFtJs,10296,0.5,,
04/02/2018 17:07,XsQj6nqbqmq5ZHUTZreLnRmBmFn1dqyD39,10297,0.5,,
04/02/2018 17:08,XwXXhGvjDcM8F3y8g1jpzod9VoFY2Wv1YF,10298,0.5,,
04/02/2018 17:20,Xf1U2HYhMEm2PeMJeWgL9aNNFKUXCyEGMc,10299,0.5,,
04/02/2018 17:22,XtdbGYwPygQzfYzDFrBJueCo8PKyyEEtAR,10300,0.5,,
04/02/2018 17:25,XfAm4AD7qYhaFgA4aBxJL5dUyQkXCe1FSB,10301,0.5,,
04/02/2018 17:26,Xv5R6p5Jj1Ahhn3uKBHpqxTHyNqCYzL6NQ,10302,0.5,,
04/02/2018 17:31,XhcAx78CyLPxbjXF7MVhVUk8FBQKjBZgZ1,10303,0.5,,
04/02/2018 17:38,XhfrLAX9tU8PL2xmkV29uZBNAUvanTox3j,10304,0.5,,
04/02/2018 17:53,Xxk93Xb1zXvpkaFPhuobuWydoe54KFJsr6,10305,0.5,,
04/02/2018 17:56,XvnkDt4izmaiW6eMaogvZsfvr8H186rybz,10306,2,,
04/02/2018 17:57,XpCyrMc7hFEfmJTEwJTGiMRvMbpKKZ4Vo8,10307,0.5,,
04/02/2018 18:07,XuZ1SHxNe9dv8CA6kxsCU5gZ6NqEkwfVp7,10308,0.5,,
04/02/2018 18:07,XjkCKYZYqAm27TYXsc4dWU4Zpk44dNQeca,10309,0.5,,
04/02/2018 18:12,XgvGM55E7kun2XebQ1RUc7Rj4bAfhGefAA,10310,0.5,,
04/02/2018 18:14,Xdh8KzyWfQjPdvcfHpt2are2UMroYENwgf,10311,0.5,,
04/02/2018 18:23,XsZaUiWGdgjZskyPN9tX2Gp1MxuRjxmx2M,10312,0.5,,
04/02/2018 18:29,XyhfBYPviSee6QsnUDxwhM9kt5Bhz8dQkP,10313,0.5,,
04/02/2018 18:32,Xtcuaz8knLY4ruh7z2uJLBBsr3u4BScMbe,10314,0.5,,
04/02/2018 18:47,XqdBesjwCVQA4bAqkm9oZZESbNGeWpQMZc,10315,0.5,,
04/02/2018 18:50,XuaNmJptsHNMRFW3oCZXvPJYycWJKzy5JT,10316,0.5,,
04/02/2018 18:57,Xv6d3yvk2nvwwZz3jj8sXPSMj9G6BW4Ff6,10317,0.5,,
04/02/2018 19:05,XtfcRPjxm6m3RsAXM8DeHsSGoZgVcEkn8f,10318,0.5,,
04/02/2018 19:07,Xj7JorGP73tH42LKN9fawBWDhACeUXthBd,10319,1,,
04/02/2018 19:24,XeA9HdFz9bgMDSNZUVyKtwbi6C72DypqKt,10320,0.5,,
04/02/2018 19:27,Xh6fu4oQWmEK6MoXMan3MsYcVf34xJxyMw,10321,0.5,,
04/02/2018 19:30,XiWubQPMH14r2kWV96duiYYSwFc1QFNJdL,10322,0.5,,
04/02/2018 19:32,Xjfscs2DbAk4ZwdHNKTDFsJKs3MNdHNMoD,10323,0.5,,
04/02/2018 19:32,Xpo76qLQHJBjXsNGMMWcxuNUctHfQuCfP5,10324,0.5,,
04/02/2018 19:33,XcQvL57EdRUqUci3ipFXAmnhGWeQDNSxog,10325,0.5,,
04/02/2018 19:43,XtGceikXhFFuxTz6Jxog6GhXUhzkQCWQnW,10326,0.5,,
04/02/2018 19:43,Xhz2deEWuTBLBG3Y4dgsHw9wQ2jsUMFX3q,10327,1,,
04/02/2018 19:53,XktNE4vfnMrTTKMnq6ZSVLpYGtn6STcusP,10328,2,,
04/02/2018 19:57,XpheSp51NmDGhuHaia1VqHDHwRyVX7xgqC,10329,0.5,,
04/02/2018 20:01,XnQBnQ7xLNYNvBDpSjga2MNDcikwdUtpad,10330,0.5,,
04/02/2018 20:10,XkbbZc2ZgFPYKudobankLNToGAwiLKktBa,10331,0.5,,
04/02/2018 20:24,Xce5X3KXDoGoULEy5c8YmQbmAkbaB4k9eM,10332,0.5,,
04/02/2018 20:32,XenecpLNhjmFP3bxzDowQZKK1jmo7eA7QZ,10333,0.5,,
04/02/2018 20:44,XnmEhx2uW94dr4SgvN3pJhUHTbapcWi1c1,10334,0.5,,
04/02/2018 20:46,XhB5K6UDRZeGwHUegrW5jdid9EQrUX5veY,10335,0.5,,
04/02/2018 21:03,Xuk26Qn8Go4ve1Bhxtg3yYNbuMWyKa58pS,10336,0.5,,
04/02/2018 21:12,Xwng13mnwpsWukEduU5pxaEZZnC81PhsWK,10337,0.5,,
04/02/2018 21:12,XhifeU6Rv3hvxB8D8dcvkaB31WPTfgz6o5,10338,0.5,,
04/02/2018 21:15,Xb4ozKQSPG9GYiBbF2C1bKfwXr9ZsxfE41,10339,0.5,,
04/02/2018 21:18,XguddJk1YUPof59FPEKMWLk71p7Yzzx9cU,10340,0.5,,
04/02/2018 21:21,Xitn3vLdDzL3hfL2EL986wnaBFN13Nx8eW,10341,0.5,,
04/02/2018 21:22,Xbrw6H3cDuBWfXgwoav3CwgJfm3yP8Jgmw,10342,0.5,,
04/02/2018 21:23,XhXJGfg8rSRx75tAogTVetShpFuK1pv3Um,10343,4,,
04/02/2018 21:27,XfHzS7NvfcWkULU7FtdCXgh71E8R5kMRmm,10344,0.5,,
04/02/2018 21:49,XjUzw5xNUazeVAk13FTERaTX1HeEuL372g,10345,0.5,,
04/02/2018 22:02,Xj4WaoucJpwLPxSMkwJ4etGtFbLfdxBe5R,10346,0.5,,
04/02/2018 22:04,XddYN2YPSG6x2WRMhpnhezpikdTMD1Kvmu,10347,0.5,,
04/02/2018 22:14,XpqG44BCK6VvjVi7DoXNDVNCC6tgWz7uoE,10348,0.5,,
04/02/2018 22:15,Xqg8FrGKhyahkGm6Pwttzg7HwvuPwMUwu2,10349,0.5,,
04/02/2018 22:24,XbSXSkbBckjhbamtPadsvhjLgRqbdd2JmZ,10350,0.5,,
04/02/2018 22:37,XbcNhmrzJQqXU9193Yuo8HkLTg3E1UcXNa,10351,1,,
04/02/2018 22:43,XubWHN5vV7bx6NqFwyCpjAShU1T4eWYJsU,10352,6,,
04/02/2018 22:45,XsV5tm67ri7QCdYYXYCpffXiyVsNHyeFuJ,10353,0.5,,
04/02/2018 22:50,Xu2JTzFTrJrYTn36kTEk1zdDC7oTnp2moM,10354,5,,
04/02/2018 22:54,Xs19dn4nfR48QbPiC1uSXscX9GRaHbrVZg,10355,0.5,,
04/02/2018 22:56,Xrq662EfwYhDDHxFbePys24CdG1tVpLvYi,10356,4.5,,
04/02/2018 22:58,Xo4upuNEGUYJXFnysWwTobAbgWKkUyXKSR,10357,0.5,,
04/02/2018 22:59,XqBbv7GQBHEAvUeG5J625S63qb6LdsrSE7,10358,1.5,,
04/02/2018 23:00,Xm8L6t6cQo4NWV8Z19TRdVWefzoYb4wLcB,10359,1,,
04/02/2018 23:00,XtzN2pyu3wBWRhuWGnZRUh3ainU84n5uWn,10360,0.5,,
04/02/2018 23:07,XyMJvh3H5kuzAArwzLyoxWyRo7Mc25mKw3,10361,0.5,,
04/02/2018 23:07,XuEbgMARYDvda2VxJ325d5orswm4aNUAsZ,10362,1,,
04/02/2018 23:11,Xi6KXpbxVJZGmUQjD528ZcvamtoGqanZrJ,10363,2,,
04/02/2018 23:12,XhXJGfg8rSRx75tAogTVetShpFuK1pv3Um,10364,1.5,,
04/02/2018 23:16,XcNCvDmUGNPFBdyuWE17iWGdR6EPeFfGGg,10365,1,,
04/02/2018 23:23,XxBEHZcrsHa21Kc9ncG3N7VcwbjddCMV9b,10366,24,,Fraud resolved
04/02/2018 23:28,XbVaTbvwn4Vy56HzWtwqb1zqyV8u1qbbXn,10367,0.5,,
04/02/2018 23:29,XhQTM18qEHjo8Q35kAJLBtc7Si3BerrWYg,10368,1.5,,
04/02/2018 23:33,Xf4eAMnPFP5URUX8pQaXgbbEXA4SH8fbkF,10369,0.5,,
04/02/2018 23:40,Xx3sdu5ciwiZiYadC8MYePeirGngPV351W,10370,0.5,,
04/02/2018 23:40,XxHssTv2N3qojTHQjUCTBTVkvdBCtBJna8,10371,0.5,,
04/02/2018 23:40,XdhoGcgLZHSK1pXG9B6ADa8k9ohryZGY9Z,10372,0.5,,
04/02/2018 23:51,XgenytDHsYFPQF8GLNYm39Fg1VPfTmxYPr,10373,2.5,,
04/02/2018 23:52,XjvgC9w9CterLHToVyKgtbt2n4ysyHV5ay,10374,0.5,,
04/02/2018 23:52,Xm3NBTBB2nfBuAdWdqNxESr3KHBnYucRw9,10375,1,,
04/02/2018 23:53,XkGmWPhiJUn95igKwmw3wPNX29VJR2dJfJ,10376,0.5,,
04/02/2018 23:57,XjtJEUW5azNqR9SdbnVae9SEHf1rLJAdLb,10377,1,,
04/02/2018 23:59,XqVdxFUnwyQRRKyzhfYcdsMA768ySXxeqc,10378,0.5,,
05/02/2018 0:06,Xyqfq2UxENveMacHme4rHt8NUAqMJp4Lpt,10379,0.5,,
05/02/2018 0:09,XjXZ84AhRQpmVzBPHd1Cqqa5DW2Pyj1GaU,10380,2.5,,
05/02/2018 0:15,Xtao1ihvxGNU1z7H31RoZZrb6bpS345h4e,10381,0.5,,
05/02/2018 0:25,Xn8ASdXsPNZsp4pF2kEkDheqKeotyGy35x,10382,2,,
05/02/2018 0:26,XpvsqXQV365yuHR9mHJE3yGo7wyE3fnn8q,10383,1,,
05/02/2018 0:29,Xb4vnnUWmVRjdmFE5ju55QrZU71XFFyzNv,10384,2,,
05/02/2018 0:48,XmvxbxxBYxkJpyDLjQGJkPUdFv4Egc2GEo,10385,1,,
05/02/2018 0:51,XuUXFdwVSNPwjvagSV2r92wY7SWd4t7CNf,10386,1.5,,
05/02/2018 0:53,XiWzT7QBF9ensTQZTcT9MxKCc8vKZJYHBs,10387,2.5,,
05/02/2018 0:58,XjWVPiED8NanyF7KXdtYdUZApL6ESEqxqz,10388,0.5,,
05/02/2018 0:58,Xhj5p9gvYwABa58g9KCZNmrnt8uGRQyA8n,10389,0.5,,
05/02/2018 1:02,XuWobGognvmeAGoHsGATv22nYYbY3jwtkj,10390,0.5,,
05/02/2018 1:03,XwSStTba3ZhMApiD9ZhH1ECDzkMUNY67ty,10391,0.5,,
05/02/2018 1:08,XyyE9hSDbpxGdFzEGfEMNWxNveoWPWskBR,10392,4.5,,
05/02/2018 1:15,XsPL89BsuhbgxamDaRUTSGB3oXkWDgGH2N,10393,1.5,,
05/02/2018 1:18,XhhJwHNVGNwyeRfaEeupmuXvFrf5wCGR9s,10394,11.5,,
05/02/2018 1:18,XsXfaCraU2L6QTQ2ZBnRJBJwdvZkDgNuBj,10395,0.5,,
05/02/2018 1:19,XeA9HdFz9bgMDSNZUVyKtwbi6C72DypqKt,10396,0.5,,
05/02/2018 1:21,XyL5eNdX8cjoEPy1Le85j1wu2d3mAJ454Q,10397,0.5,,
05/02/2018 1:33,Xwe9cA4JCxWShhiRfbNfr7QF8kbLciArX6,10398,0.5,,
05/02/2018 1:42,XsQj6nqbqmq5ZHUTZreLnRmBmFn1dqyD39,10399,1,,
05/02/2018 1:44,XiwHdn8E65Ey3SbHonuDhhYTqETUXG3foz,10400,0.5,,
05/02/2018 1:44,Xng5xtfoetGpue3LXCZ7cWGx5B5tD6qG2h,10401,1,,
05/02/2018 1:44,Xwf1NcafkCgEiTEAgb8qYFEffkcQcD8YRM,10402,0.5,,
05/02/2018 1:47,XwKW5aP41XE8VDGzdQxX7Zw7EnjTaH8qe2,10403,0.5,,
05/02/2018 1:48,Xf76RJqSq7MCVZ3F4DmxxYa8YdhbZN5XBL,10404,0.5,,
05/02/2018 1:49,Xpwdd3c4ZPPKjNeWis43BWr2sr3fQiqfE4,10405,0.5,,
05/02/2018 1:56,XsM6R1Desezq27DbhERkCZRVBWMDEpG9VE,10406,0.5,,
05/02/2018 2:03,XbMxZ7jf14Dm6QjdPE3NWrsZBZQ8vz5SRb,10407,0.5,,
05/02/2018 2:04,XgYHxkhr43pQJyk3VQNfRVXmtQ2RhsAeKw,10408,0.5,,
05/02/2018 2:06,XrFHDeoibc4Q69Ngv9sBPG29vteaZTSLhr,10409,1.5,,
05/02/2018 2:08,XpqG44BCK6VvjVi7DoXNDVNCC6tgWz7uoE,10410,1,,
05/02/2018 2:13,XjDWd1E4bp9WzQeNLyzwA7EHGNEh5oNtJw,10411,0.5,,
05/02/2018 2:16,XdEWwXghP5xDMxHchw1bag2ytBVhv3HsQA,10412,0.5,,
